Code,AU2013_NAM,EI_min,EI_max,EI_mean,EI_count,EI_median,EI_stdev,GI_min,GI_max,GI_mean,GI_count,GI_median,GI_stdev,Latitude,Longitude,EI,GI,generations,CS,HS,DS,WS,EI_min_cor,EI_max_cor,EI_avg_cor,GI_min_cor,GI_max_cor,GI_avg_cor
545632,Awatoto,,,,0,,,,,,0,,,-39.525,176.875,33.068,33.068,2.66,0,0,0,0,33.068,33.068,33.068,33.068,33.068,33.068
545710,Twyford,,,,0,,,,,,0,,,-39.575,176.825,33,33,2.65,0,0,0,0,33,33,33,33,33,33
545721,Karamu,33.047,33.047,33.047,1,33.047,,33.047,33.047,33.047,1,33.047,,-39.625,176.875,33.047,33.047,2.66,0,0,0,0,33.047,33.047,33.047,33.047,33.047,33.047
545722,Whakatu,,,,0,,,,,,0,,,-39.625,176.875,33.047,33.047,2.66,0,0,0,0,33.047,33.047,33.047,33.047,33.047,33.047
545730,Clive,,,,0,,,,,,0,,,-39.575,176.875,33.058,33.058,2.66,0,0,0,0,33.058,33.058,33.058,33.058,33.058,33.058
545740,Haumoana,,,,0,,,,,,0,,,-39.675,176.975,31.04,31.04,2.56,0,0,0,0,31.04,31.04,31.04,31.04,31.04,31.04
545750,Brookvale,,,,0,,,,,,0,,,-39.675,176.925,32.876,32.876,2.63,0,0,0,0,32.876,32.876,32.876,32.876,32.876,32.876
545761,Irongate,,,,0,,,,,,0,,,-39.625,176.825,33.023,33.023,2.66,0,0,0,0,33.023,33.023,33.023,33.023,33.023,33.023
545762,Longlands South,,,,0,,,,,,0,,,-39.675,176.825,33.011,33.011,2.65,0,0,0,0,33.011,33.011,33.011,33.011,33.011,33.011
545811,Tangoio,15.618,33.118,26.433,13,27.265,5.833246823,15.618,33.118,26.433,13,27.265,5.833246823,-39.325,176.825,23.77,23.77,2.38,0,0,0,0,15.618,33.118,26.433,15.618,33.118,26.433
545812,Eskdale,32.882,32.882,32.882,1,32.882,,32.882,32.882,32.882,1,32.882,,-39.375,176.875,32.882,32.882,2.64,0,0,0,0,32.882,32.882,32.882,32.882,32.882,32.882
545821,Sherenden-Puketapu,21.706,32.943,28.65410345,29,29.057,2.529678386,21.706,32.943,28.65410345,29,29.057,2.529678386,-39.475,176.675,31.051,31.051,2.57,0,0,0,0,21.706,32.943,28.65410345,21.706,32.943,28.65410345
545822,Omahu,,,,0,,,,,,0,,,-39.575,176.775,31.351,31.351,2.62,0,0,0,0,31.351,31.351,31.351,31.351,31.351,31.351
545831,Waiohiki,,,,0,,,,,,0,,,-39.575,176.825,33,33,2.65,0,0,0,0,33,33,33,33,33,33
545832,Pakowhai,33,33.058,33.029,2,33.029,0.041012193,33,33.058,33.029,2,33.029,0.041012193,-39.575,176.875,33.058,33.058,2.66,0,0,0,0,33,33.058,33.029,33,33.058,33.029
545841,Maraekakaho,22.363,29.654,26.78864286,14,27.5685,2.442682907,22.363,29.654,26.78864286,14,27.5685,2.442682907,-39.675,176.575,27.743,27.743,2.5,0,0,0,0,22.363,29.654,26.78864286,22.363,29.654,26.78864286
545842,Bridge Pa,,,,0,,,,,,0,,,-39.625,176.775,32.956,32.956,2.64,0,0,0,0,32.956,32.956,32.956,32.956,32.956,32.956
545851,Poukawa,22.271,33.001,28.17993333,15,29.219,3.340052683,22.271,33.001,28.17993333,15,29.219,3.340052683,-39.775,176.725,31.429,31.429,2.63,0,0,0,0,22.271,33.001,28.17993333,22.271,33.001,28.17993333
545852,Pakipaki,33.011,33.011,33.011,1,33.011,,33.011,33.011,33.011,1,33.011,,-39.675,176.825,33.011,33.011,2.65,0,0,0,0,33.011,33.011,33.011,33.011,33.011,33.011
545860,Waimarama,16.855,32.933,26.90307143,14,29.202,5.170329516,16.855,32.933,26.90307143,14,29.202,5.170329516,-39.775,176.925,29.196,29.196,2.5,0,0,0,0,16.855,32.933,26.90307143,16.855,32.933,26.90307143
545911,Tutira,3.982,34.977,18.87748077,52,16.7885,8.586832881,3.982,34.977,18.87748077,52,16.7885,8.586832881,-39.125,176.725,15.729,15.729,2.17,0,0,0,0,3.982,34.977,18.87748077,3.982,34.977,18.87748077
