X,Y,OBJECTID,ATF_CODE,FACILITY,ADDRESS_1,ADDRESS_2,ADDRESS_3,ADDRESS_4,CITY,STATUS,CONTAINE_2,proportionToHere
1760447.251,5433440.409,1,2,Barlows Freight & Logistics - WLG,2C Bell Road South,Gracefield,P O Box 38-516,Petone,Lower Hutt,current 2009/10,92,0.00030305714073883467
1760136.591,5433125.14,2,15,John Jacobson Ltd.,107 Hutt Park Road,Gracefield,P O Box 38-381,WMC,Lower Hutt,current 2009/10,30,0.00030305714073883467
1750839.099,5423540.7,3,19,"Pengellys - WLG, Tirangi Rd",108-112 Tirangi Road,Kilbirnie,P O Box 14621,Kilbirnie,Wellington,current 2009/10,90,6.485210477506624e-07
1749612.763,5429910.997,5,23,Toll Tranzlink - WLG,6 Aotea Quay,Wellington City,P O Box 3143,Wellington,Wellington,current 2009/10,10,0.00030305714073883467
1563364.654,5184255.56,7,33,Cameron Air and Seafreight Ltd,7 Ron Guthrey Road,Christchurch International Airport,PO Box 14-159,Christchurch,Christchurch,current 2009/10,117,1.7572828390663113e-07
1565912.816,5178786.334,8,55,Owens Logistics - CHC,"Southpark, 60 Lunns Road",Sockburn,PO Box 11-012,,Christchurch,current 2009/10,1011,1.7572828390663113e-07
1564509.105,5184650.441,9,57,"Pengellys - CHC, Sheffield Cres (27)",27 Sheffield Crescent,"Burnside, Christchurch",PO Box 14-022,Christchurch International Airport,Christchurch,current 2009/10,627,1.7572828390663113e-07
1560972.388,5176046.454,10,58,Prebble Seeds Ltd (Chch),305 Marshs Road,"Prebbleton, Christchurch",PO Box 11 186,Christchurch,Christchurch,current 2009/10,23,1.7572828390663113e-07
1563400.927,5184034.382,11,62,SB Global Logistics - Ivan Jamieson Pl,1 Ivan Jamieson Place,Christchurch Airport,PO Box 14-232,Christchurch International Airport,Christchurch,current 2009/10,119,1.7572828390663113e-07
1560018.837,5179043.563,12,64,Sun Tai Holdings Ltd (Chch),15 Brixton Street,"Islington, Christchurch","PO Box 6225, Upper Riccarton",Christchurch,Christchurch,current 2009/10,3,1.7572828390663113e-07
1573646.479,5182430.719,13,68,Trade Aid Importers,174 Gayhurst Road,"Dallington, Christchurch",PO Box 35-049,Christchurch,Christchurch,current 2009/10,88,1.7572828390663113e-07
1758846.538,5433707.259,14,75,Carparts and Accessories Ltd,62 Waione Street,Lower Hutt,PO Box 36-019,Wellington Mail Centre 5045,Lower Hutt,current 2009/10,5,0.00030305714073883467
1569060.36,5179069.591,16,86,American Autoparts,388 Lincoln Road,Addington,PO Box 9257,Christchurch,Christchurch,current 2009/10,2,1.7572828390663113e-07
1565876.131,5179230.077,17,98,Driveline Imports,351 Blenheim Road,"Upper Riccarton, Christchurch",PO Box 11 329,Christchurch,Christchurch,current 2009/10,4,1.7572828390663113e-07
1561122.296,5177602.924,18,112,Murray Implement Company,2 Edmonton Road,"Hornby, Christchurch",PO Box 16-069,Christchurch,Christchurch,current 2009/10,13,1.7572828390663113e-07
1563183.201,5179393.563,19,128,Freshmax Ltd - CHC,25 Waterloo Road,"Hornby, Christchurch",PO Box 16754,Christchurch,Christchurch,current 2009/10,41,1.7572828390663113e-07
1562722.283,5179377.216,20,129,MG Marketing - (CHC),68 Waterloo Road,"Sockburn, Christchurch",PO Box 8581,Christchurch,Christchurch,current 2009/10,271,1.7572828390663113e-07
1764170.686,5438475.207,21,145,Moore Wilson & Co  (Wingate),18 Eastern Hutt Road,Wingate,P O Box 6041,Wellington,Lower Hutt,current 2009/10,51,0.00030305714073883467
1569342.551,5179121.241,23,153,Champion Flour Mills (ChCh),38 Moorhouse Avenue,Addington,PO Box 242,,Christchurch,current 2009/10,126,1.7572828390663113e-07
1567120.493,5179364.36,24,154,Weston Milling - CHC,183 Blenheim Road,"Riccarton, Christchurch",PO Box 80030,Christchurch,Christchurch,current 2009/10,2,1.7572828390663113e-07
1565454.797,5178557.78,25,159,NZ Van Lines - CHC,33 Treffers Road,"Sockburn, Christchurch",PO Box 7117,Christchurch,Christchurch,current 2009/10,69,1.7572828390663113e-07
1775131.308,5576917.172,27,169,Suzuki New Zealand Ltd,1 Heads Road,Wanganui,Private Bag 3008,,Wanganui,current 2009/10,51,1.568065816949363e-06
1696384,5676385,28,173,Toll Tranzlink - NPL,Smart Road,New Plymouth,P.O.Box 7191,,New Plymouth,current 2009/10,14,1.568065816949363e-06
1692668.831,5672344.433,29,176,Brooklands Aquarium,21 McGiven Drive,Frankleigh Park,21 McGiven Drive,Frankleigh Park,New Plymouth,current 2009/10,26,1.568065816949363e-06
1764568.005,5904257.476,31,195,Wheeler NZ Ltd - AKL,18 Roscommon Road,"Wiri, -Zone 1","18 Roscommon Road,",Wiri,Auckland,current 2009/10,127,1.1915410638098297e-06
1768233.543,5908004.094,32,203,Cerebos Gregg's Ltd (AKL),291 East Tamaki Road,East Tamaki Z1,PO Box 58 095,Greenmount,Auckland,current 2009/10,266,1.1915410638098297e-06
1763655.94,5910400.328,33,215,Gai Lee Trading Co Ltd Grt Sth,Unit 3/115 Gt South Road,Otahuhu Z1,81 Atkinson Ave,Otahuhu,Auckland,current 2009/10,31,1.1915410638098297e-06
1766113,5902835,34,217,Griffins Foods NZ Ltd (Akld),Ash Road,Wiri Z1,PO Box 76-072,"Manukau City, Auckland 2241",Auckland,current 2009/10,88,1.1915410638098297e-06
1749756.434,5913961.703,35,249,Mayon Importing Co Ltd,3038 Great North Road,New Lynn Z2,PO Box 15447,New Lynn,Auckland,current 2009/10,29,0.0002880453303660614
1756803.193,5919326.045,36,253,New Gum Sarn,23-29 Mercury Lane,Newton -Z2,23-29 Mercury Lane,Newton,Auckland,current 2009/10,8,0.0002880453303660614
1750296.009,5916719.284,37,271,Red Seal Natural Health Lab,46 Honan Place,Avondale Z2,PO Box 19 046,Avondale,Auckland,current 2009/10,35,0.0002880453303660614
1748633.884,5918089.962,38,272,Reliance Transport - Patiki Rd,23-27 Patiki Road,Avondale Z2,PO Box 71075,Rosebank,Auckland,current 2009/10,1285,1.1915410638098297e-06
1763698.885,5910073.673,39,279,Sing Lee Ltd,18 Huia Road,Otahuhu Z1,PO Box 22 899,Otahuhu,Auckland,current 2009/10,38,0.0002880453303660614
1756771.965,5919939.26,40,283,Soung Yueen & Co Ltd Hobson St,225-229 Hobson Street,Akl City Z2,PO Box 90031,Auckland Mail Center,Auckland,current 2009/10,160,0.0002880453303660614
1761429.978,5912182.194,41,293,Tapper Transport (Akl) Ltd 373,373 Neilson Street,Onehunga Z1,PO Box 13835,Onehunga,Auckland,current 2009/10,7360,0.0002880453303660614
1746864.034,5922688.629,42,294,Tasti Products Ltd,753 Te Atatu Road,TeAtatu Penninsula zone 2,PO Box 45 013,TeAtatu Penninsula,Auckland,current 2009/10,182,1.1915410638098297e-06
1765883.582,5902537.84,44,297,The Warehouse (Langley Road),92 Langley Road,Wiri  Z1,PO Box 98917,SAMC,Auckland,current 2009/10,4439,0.0002880453303660614
2035329.265,5708116.485,46,318,Genetic Technologies Ltd.,1 Banks Street,Gisborne,PO Box 214,Gisborne,Gisborne,current 2009/10,10,0.0003068596125941006
1721576.14,6042888.033,47,322,Northport Limited,"Ralph Trimmer Dr, Marsden Pt",Northland,PO Box 44,"Ruakaka, Whangarei",Whangarei,current 2009/10,128,1.1915410638098297e-06
1763284.477,5909798.577,48,328,Ace of Parts 2003 Ltd,39 Saleyards Road,Otahuhu Z1,39 Saleyards Road,Otahuhu,Auckland,current 2009/10,6,1.1915410638098297e-06
1758470.645,5906498.062,49,331,Advanced 4 Wheel Equipment Ltd,20 Andrew Baxter Drive,Mangere Z1,20 Andrew Baxter Drive,Mangere,Auckland,current 2009/10,3,1.1915410638098297e-06
1761047.517,5912414.062,50,338,Auckland Jap Car Part Ctr,322 Church Street,Onehunga Z1,322 Church Street,Onehunga,Auckland,current 2009/10,23,0.0002880453303660614
1773395,5891784,51,346,Barry Phillips Motors Ltd,Great South Road (by roundabout),Drury Z2,PO Box 2,Drury,Auckland,current 2009/10,5,1.1915410638098297e-06
1755578.492,5928645.295,52,369,Discount Tyres Ltd (Akl),99 Wairau Road -z2,Takapuna,PO Box 40 435,"Glenfield, Auckland",Auckland,current 2009/10,11,0.0002880453303660614
1755286.71,5928504.578,53,370,Dodson Auto Spares Ltd,20 Poland Road,Glenfield - z2,PO Box 40 267,"Glenfield, Auckland",Auckland,current 2009/10,26,0.0002880453303660614
1772817.768,5896612.768,54,382,Golf Imports Ltd,18 Vernon Street,Papakura (Zone 2),PO Box 72 333,Papakura,Auckland,current 2009/10,6,1.1915410638098297e-06
1763393.789,5909312.965,55,398,Japan Tyres Ltd.,1/35 Marjorie Jayne Cres,Otahuhu Z1,1/35 Marjorie Jayne Cres,Otahuhu,Auckland,current 2009/10,7,1.1915410638098297e-06
1761150.757,5911618.79,56,449,Strong for Honda,55 - 63 Angle Street,Onehunga  Z1,63 Angle Street,Onehunga,Auckland,current 2009/10,9,0.0002880453303660614
1770873.493,5898388.05,57,456,Nisbits for Nissan,189 Great South Road,Takanini Z2,PO Box 75 049,Manurewa,Auckland,current 2009/10,21,1.1915410638098297e-06
1769675.7,5880318.22,58,463,Vernon & Vazey - 18 Crosbie Rd,18 Crosbie Road,Pukekohe zone 2,PO Box 201,Pukekohe,Auckland,current 2009/10,10,0.0002880453303660614
1799036.402,5814814.006,59,485,Budget Tyre Centre HAM,58 Greenwood St,Hamilton,PO Box 15296,Dinsdale,Hamilton,current 2009/10,27,0.0005211217170594276
1798621.996,5815532.164,60,488,Doug McFarlane Ltd,33 Lincoln St,Frankton,PO Box 5557,,Hamilton,current 2009/10,35,1.1915410638098297e-06
1759171.399,5921065.454,61,511,Axis Intermodal - Fergusson,Ferguson Container Terminal,Ports of Auckland Z2,PO Box 897,"Shortland Street, Auckland 1140",Auckland,current 2009/10,44,0.0002880453303660614
1936701.253,5623088.283,64,518,Port of Napier Container Terminal,Breakwater Road,Napier,P O Box 947,Napier,Napier,current 2009/10,116,0.0003068596125941006
2037389.471,5707753.538,65,519,Eastland Port Ltd,"Eastland Port Wharves, Kaiti Beach Road",Gisborne,PO Box 1048,,Gisborne,current 2009/10,6,1.1915410638098297e-06
1764032.758,5911983.96,66,522,Freshmax Ltd  - AKL,500 Mt Wellington Hiway,Mt Wellington Z1,PO Box 22037,Otahuhu,Auckland,current 2009/10,138,1.1915410638098297e-06
1762039.361,5909216.537,67,524,Mellow Foods,180 James Fletcher Drive,"Mangere, Auckland Z1",PO Box 22-294,Otahuhu,Auckland,current 2009/10,229,0.0002880453303660614
1241980.369,4850041.865,68,555,A1 Auto Services Ltd -,52 Mersey Street,Invercargill,52 Mersey Street,Invercargill.9840,Invercargill,current 2009/10,3,4.752732821372712e-05
1285718,4885046,69,556,Charlton Auto Ltd,Main South Road,Gore,PO Box 287,Gore,Gore,current 2009/10,11,4.752732821372712e-05
1242496.34,4829055.419,70,560,South Port NZ Ltd,Bluff Port Area,Island Harbour,PO Box 1,Bluff,Bluff,current 2009/10,821,4.752732821372712e-05
1242496.34,4829055.419,72,593,Port of Bluff,Bluff Port Area,,,,Bluff,current 2009/10,57,4.752732821372712e-05
1764334.708,5438842.595,74,601,Allied Movers - WLG,21A Peterkin Street,Wingate,PO Box 38 868,Wellington Mail Centre,Lower Hutt,current 2009/10,52,0.00030305714073883467
1569638.878,5178884.357,75,604,Mazline Partsworld,40 Disraeli Street,"Addington, Christchurch",P O Box 9010,Christchurch,Christchurch,current 2009/10,4,1.7572828390663113e-07
1407314.76,4917660.64,76,606,Cerebos Greggs Ltd (DUD),51 Forth Street,,51 Forth Street,,Dunedin,current 2009/10,167,0.00017336545090004872
1406338,4915370,78,613,Toll Tranzlink - DUD,Rail E Shed,Strathallan Street,PO Box 438,Dunedin 9054,Dunedin,current 2009/10,76,0.00017336545090004872
1498701,5138128,79,638,Rosco Auto Dismantlers (638),Robinson Street,"Riverside Industrial Park, Ashburton.",Robinson Street,"Riverside Industrial Park, Ashburton.",Ashburton,current 2009/10,10,1.8889649427210205e-05
1751875.044,5432308.195,80,652,Allied Pickfords - WLG,8-14 McCormack Place,Ngauranga Gorge,P O Box 162,,Wellington,current 2009/10,137,0.00030305714073883467
1459450.47,5115438.036,81,653,Blairs Engines and Tyres,158 Talbot Street,Geraldine,PO Box 14,,Geraldine,current 2009/10,277,1.8889649427210205e-05
1577358.837,5172080.228,82,655,San-I-Pak Ltd,"Steam Sterilisation Plant, Naval Point",Port of Lyttelton,PO Box 21 043,Christchurch,Lyttelton,current 2009/10,2,0.0007527505398938392
1764748.03,5912256.579,83,659,Fonterra Brands (Tip Top) Ltd (Akld),113 CARBINE ROAD,MT WELLINGTON,PO Box 722,Shortland St 1140,Auckland,current 2009/10,103,0.0002880453303660614
1770283,5899494,84,663,"Tegel Foods - AKL, Takanini",Cnr Spartan & Westbrooke Streets,Takanini  -Zone 2,PO Box 97 105,South Auckland Mail Centre,Auckland,current 2009/10,252,0.0002880453303660614
1820145.997,5530510.453,85,664,Wenham Grain & Seed,3 Tiki Place,Palmerston North,PO Box 4392,Palmerston North,Palmerston North,current 2009/10,14,0.00030305714073883467
1881152,5828612,86,677,Inghams Enterprises Ltd - Mt Maunganui,Totara Street,Mount Maunganui,PO Box 4178,Mount Maunganui,Mount Maunganui,current 2009/10,1,0.0005211217170594276
1758040.79,5906758.34,88,698,A Hartrodt NZ Ltd,Unit 5 / 197 Montgomerie Road,Airport Oaks Z1,PO Box 73 145,Auckland Airport,Auckland,current 2009/10,117,0.0002880453303660614
1749576.538,5429636.91,90,705,Centre Pac Ltd,"Shed 37, Hinemoa St, Aotea Quay",CentrePort,P O Box 51-303,Tawa,Wellington,current 2009/10,1590,0.00030305714073883467
1802951.029,5816505.198,91,711,Inghams Enterprises Ltd - Hamilton,1 Bisley Road,Hamilton,PO Box 14040,Enderley,Hamilton,current 2009/10,24,1.1915410638098297e-06
1763902.914,5910067.631,92,721,Ings Trading Ltd,259 Great South Road,Otahuhu  -Zone 1,PO Box 22835,Otahuhu,Auckland,current 2009/10,71,1.1915410638098297e-06
1763478.999,5911681.235,93,727,"Allied Pickfords - AKL, Lockhart Pl",8 Lockhart Place,Mt Wellington Z1,Private Bag 11 905,Ellerslie,Auckland,current 2009/10,410,1.1915410638098297e-06
1763566.816,5910343.514,95,737,Weston Milling - AKL,73-105 Gt South Road,Otahuhu Z1,PO Box 22 753,Otahuhu,Auckland,current 2009/10,606,0.0002880453303660614
1773701.44,5887145.814,99,775,Rainbow Park Nurseries Ltd,"46, Cooper Road",Ramarama,"PO Box. 415, Drury, South Auckland",,Auckland,current 2009/10,2,1.1915410638098297e-06
1761303.523,5911841.977,103,802,Tranzlink Distribution Akl 339,339 Neilson Street,Onehunga,,,Auckland,current 2009/10,379,0.0002880453303660614
1755500.743,5918665.087,105,828,Red Baron AKl,299 Gt North Road,Grey Lynn Z2,PO Box 78 015,Grey Lynn,Auckland,current 2009/10,2,0.0002880453303660614
1934395.115,5621715.634,106,866,Classic Sheepskins Ltd,22 Thames Street,Pandora,PO Box 126,,Napier,current 2009/10,2,0.0003068596125941006
1761086.859,5911728.173,116,941,Warren Metals Ltd EdinburghSt,11 Edinburgh St,Onehunga  -Z1,PO Box 17104,Greenlane,Auckland,current 2009/10,50,0.0002880453303660614
1869912.826,5712950.131,121,981,Tatua Cooperative Dairy Co Ltd,Main Road,Tatuanui,Private Bag 800,,Morrinsville,current 2009/10,23,0.0003068596125941006
1933600,5609038,122,984,Tomoana Pelt Processors Ltd,PO Box 1260,Whakatu,PO Box 1260,Hastings,Hastings,current 2009/10,37,0.0003068596125941006
1831723,5833302,123,994,Wallace Corporation Ltd,Woods Road,Waitoa,PO Box 11,Waitoa,Morrinsville,current 2009/10,5,0.0005211217170594276
1415357.944,4923942.045,126,1013,Port Chalmers Cont. Term,McAndrew Road,Port Chalmers,PO Box 8,Port Chalmers,Dunedin,current 2009/10,262,0.00017336545090004872
1402176.985,4913729.233,128,1020,Pest Gone Services,73 Main South Road,Burnside,PO Box 2011,South Dunedin,Dunedin,current 2009/10,7,0.00017336545090004872
1764558.284,5908578.571,131,1054,LW Bonney & Sons Ltd - 675 Gt Sth Road,675 Great South Road,Penrose Z1,PO Box 63-015,Papatoetoe,Auckland,current 2009/10,889,0.0002880453303660614
1882343,5826425.81,133,1065,Tyre Works - Tauranga,67 Hewletts Road,Tauranga Mail Centre,PO Box 12485,"Tauranga Mail Centre, Tauranga 3143",Mount Maunganui,current 2009/10,10,0.0005211217170594276
1933553.946,5619820.405,134,1074,Clark Products,24-28 Niven Street,Onekawa,PO Box 541,Napier,Napier,current 2009/10,85,0.0003068596125941006
1929425.773,5605182.46,135,1076,Direct Imports (NZ) Limited,203 Nelson Street South,Hastings,P O Box 72,Hastings 4156,Napier,current 2009/10,46,1.1915410638098297e-06
1763502.502,5909945.929,136,1082,Tyre & Car Care Ltd.,"42 Huia Road,",Otahuhu Z1,PO Box 22 825,Otahuhu,Auckland,current 2009/10,3,0.0002880453303660614
1753651.258,5444963.969,137,1091,J H Whittaker & Sons,24 Mohuia Crescent,Elson,P O Box 50-139,Porirua,Porirua,current 2009/10,168,1.1915410638098297e-06
1759929,5903683,138,1096,PRI Flight Catering Ltd,Tom Pearce Drive,Auckland International Airport Z1,PO Box 53 112,Auckland International Airport,Auckland,current 2009/10,6,0.0002880453303660614
1823507,5464746,139,1097,Masterton Vegetable Seeds  Ltd,Akura Road,Masterton,P O Box  199,Masterton,Wellington,current 2009/10,12,0.00030305714073883467
1758946.253,5433642.512,140,1102,Delarente Corporation Limited,41 Hautanga Steet,Petone,P O Box 30255,Lower Hutt,Lower Hutt,current 2009/10,114,0.00030305714073883467
1760482.184,5433383.962,141,1103,Masterpet Corporation Ltd,1-9 Bell Road South,Gracefield,PO Box 39191,WMC,Lower Hutt,current 2009/10,486,0.00030305714073883467
1775741.224,5900389.75,142,1108,Airwork NZ Ltd.,"487 Airfield Road,",Ardmore Airfield Z2,PO Box 72 516,Papakura,Auckland,current 2009/10,1,0.0002880453303660614
1564622.58,5178424.769,144,1117,Allied Pickfords - CHC,3 Parkhouse Road,Sockburn,PO Box 6293,"Upper Riccarton, Christchurch 8442",Christchurch,current 2009/10,139,1.7572828390663113e-07
1879570.571,5825850.303,145,1122,MAFBNZ TGA Mobile Inspection Facility,Sulphur Point Wharves,Tauranga,Private Bag 12504,Tauranga Mail Centre 3143,Tauranga,current 2009/10,3,0.0005211217170594276
1882853.61,5826556.41,146,1125,Crown Relocations - TGA,141 Newton Street,Mt Maunganui,141 Newton Street,,Mount Maunganui,current 2009/10,72,0.0005211217170594276
1758396.642,5906250.627,147,1127,Nippon Express NZ Ltd Akl,37 Andrew Baxter Drive,Ascot Industrial Park,PO Box 73035,Auckland International Airport,Auckland,current 2009/10,42,0.0002880453303660614
1880822.064,5826593,148,1129,Port of Tauranga,Tauranga,,"Private Bag 12504, Tauranga Mail, Centre",Tauranga 3143,Mount Maunganui,current 2009/10,2594,0.0005211217170594276
1758006.995,5906084.358,150,1172,Tri-Star International Ltd,127 Montgomerie Road,Airport Oaks,PO Box 73 155,Auckland Airport,Auckland,current 2009/10,425,0.0002880453303660614
1936701.253,5623088.283,151,1177,Port of Napier Port Pack Shed 4 & 1.,Port of Napier,Breakwater Road,PO Box 947,Napier.,Napier,current 2009/10,339,0.0003068596125941006
1758246.809,5920978.633,152,1180,Ports of Auckland Decontamination Fac,Cnr French & Tooley Streets,Ports Of Auckland zone 2,PO Box 58 660,Greenmount,Auckland,current 2009/10,9,0.0002880453303660614
1760486.142,5432463.98,156,1221,Linfox Logistics - Gracefield Rd,"147-153 Gracefield Rd,",Lower Hutt,PO Box 36016,Moera,Lower Hutt,current 2009/10,484,0.00030305714073883467
1751631.338,5927351.97,158,1232,Han Chang Foods Ltd,"Unit D, 2 Kahika Road",Beach Haven Z2,D/2 Kahika Road,Beach Haven,Auckland,current 2009/10,1,0.0002880453303660614
1768315.124,5468377.723,159,1247,Ken Griffiths Distributors Ltd,33 Ihakara Street,Paraparaumu,P O Box 255,Paraparaumu,Paraparaumu,current 2009/10,8,1.1915410638098297e-06
1764560.828,5912469.345,160,1250,Davis Trading Co - AKL,91-93 Carbine Road,Mt Wellington  Z1,PO Box 132-159,Sylvia Park 1644,Auckland,current 2009/10,1021,1.1915410638098297e-06
1762752,5909299,161,1253,Sims Pacific Metals (JF Drive),James Fletcher Drive,"Otahuhu, Auckland Z1",PO Box 22 648,Otahuhu,Auckland,current 2009/10,627,0.0002880453303660614
1758407.765,5435295.393,162,1258,Transworld Int'l Removals - WLG,407 Cuba Street,Alicetown,P O Box 38765,Lower Hutt,Lower Hutt,current 2009/10,38,0.00030305714073883467
1759400.873,5432281.69,164,1276,Weston Milling - WLG,12-14 Toop Street,"Seaview, Lower Hutt",PO Box 38985,WMC,Lower Hutt,current 2009/10,912,0.00030305714073883467
1752411.942,5931565.555,168,1294,Transworld Int'l Removals - AKL,7 Volkner Place,Albany Z3,PO BOX 302280,NHPC,Auckland,current 2009/10,98,0.0002880453303660614
1753299.952,5442908.334,171,1312,Selective Autoparts Ltd,"Unit 2,6 Kapuni Grove",Elsdon,P O Box 50725,Porirua,Porirua,current 2009/10,2,1.1915410638098297e-06
1764269.87,5909474.892,172,1325,Sun King Tai,42 Queen Street,Otahuhu Z1,16 Torrens Road,East Tamaki,Auckland,current 2009/10,2,1.1915410638098297e-06
1758452.655,5906776.764,175,1334,Ascot Freight Centre,68 Ascot Road,Airport Oaks Z1,PO Box 53 100,Auckland International Airport,Auckland,current 2009/10,144,0.0002880453303660614
1571854.657,5178568.745,176,1335,Affordable Tyres/Indent Import,82 Mowbray Street,"Waltham, Christchurch",PO Box 46,Kaiapoi,Christchurch,current 2009/10,5,0.0007527505398938392
1825396,5531916,177,1336,Toyota NZ Ltd - PMR,Roberts Line,Kelvin Grove,PO Box 46,Palmerston North,Palmerston North,current 2009/10,300,0.00030305714073883467
1749576.538,5429636.91,179,1350,CentrePort - Inspect & Decontam,CentrePort,Aotea Quay,PO Box 794,Wellington,Wellington,current 2009/10,137,0.00030305714073883467
1766309.103,5904832.355,181,1361,Modena 2000 Ltd,10C Norman Spencer Drive,Manukau zone 1,PO Box 31,Takanini,Auckland,current 2009/10,8,0.0002880453303660614
1799556.142,5815115.468,182,1362,Nationwide Accessories Ltd,71 King Street,Frankton,PO Box 5270,,Hamilton,current 2009/10,80,0.0005211217170594276
1406721.849,4914912.682,183,1368,MG Marketing - (DUD),56 Otaki Street,Dunedin,PO Box 2056,South Dunedin,Dunedin,current 2009/10,50,0.00017336545090004872
1407563.41,4917098.31,184,1372,South Freight Ltd,200 Fryatt Street,Dunedin,PO Box 1,,Dunedin,current 2009/10,932,0.00017336545090004872
1824431.854,5531270.414,185,1375,Tui Products Ltd (PMR),127-131 Keith Street,Palmerston North,P O Box 690,Palmerston North.,Palmerston North,current 2009/10,48,0.00030305714073883467
1749576.538,5429636.91,187,1383,CentrePort - Port of Wellington,"CentrePort,Waterloo Quay",Port of Wellington,PO Box 794,,Wellington,current 2009/10,454,0.00030305714073883467
1623298.769,5432288.63,191,1388,Port of Nelson,"Container & Cargo Receiving, Holding&Delivery Area",Controlled Area,PO Box 844,,Nelson,current 2009/10,521,4.6531385176110034e-05
1768890.338,5907875.233,192,1395,Farmers Trading Co (Laidlaw Way ),20 Laidlaw Way,East Tamaki Z1,Private Bag 94060,South Auckland Mail Centre,Auckland,current 2009/10,1750,0.0002880453303660614
1701394.609,5679202.943,194,1401,Drilling Fluid Equipment,224 Commett Road East,Bell Block,PO Box 7041,,New Plymouth,current 2009/10,6,1.568065816949363e-06
1814706.413,5524649.093,195,1403,Valhalla Seed Limited,442 Karere Road,"Longburn, Palmerston North","442 Karere Road, RD 7",Palmerston North,Manawatu,current 2009/10,1,1.1915410638098297e-06
1746864.034,5922688.629,196,1415,Image Holdings Ltd,753 Te Atatu Road,Te Atatu Peninsula Z2,PO Box 45 175,Te Atatu Peninsula,Auckland,current 2009/10,129,0.0002880453303660614
1744315.011,5925199.771,197,1423,Lyndale Nurseries Ltd,82 Trig Rd,Whenuapai,,,Auckland,current 2009/10,3,0.0002880453303660614
1496628.094,5135831.739,198,1439,Wilson Bulk Transport,160 Melcombe Street,"Tinwald, Ashburton",PO Box 5034,"Tinwald, Ashburton",Ashburton,current 2009/10,115,1.8889649427210205e-05
1816920.937,5523478.686,199,1446,NZ  Pharmaceuticals Ltd,68 Weld Street,Linton,PO Box 1869,Palmerston North,Palmerston North,current 2009/10,46,0.00030305714073883467
1751617,5422704,201,1449,"Mainfreight - WLG, (AFCAB)","AFCAB Building,Southern Access Rd",Wellington Airport,P O Box 4144,Wellington,Wellington,current 2009/10,128,6.485210477506624e-07
1764398.128,5906113.683,203,1456,Freedom Furniture (49 Station Rd),49 Station Road,Papatoetoe Z1,PO Box 200071,Papatoetoe Central,Auckland,current 2009/10,266,0.0002880453303660614
1758914.704,5436009.968,205,1462,Spunglo (NZ) Ltd.,10-12 Aglionby St,Lower Hutt,10-12 Aglionby St,Lower Hutt,Lower Hutt,current 2009/10,16,0.00030305714073883467
1749576.538,5429636.91,206,1463,Transport Systems 2000-Port,Centreport,Aotea Quay,P O Box 97,Wellington,Wellington,current 2009/10,1,0.00030305714073883467
1758954.211,5919955.534,207,1469,TexCorp Ltd,69 St Georges Bay Road,Parnell  -Zone 2,PO Box 5942,Wellesley Street,Auckland,current 2009/10,1,0.0002880453303660614
1759913.161,5909349.42,208,1477,Hubbard Foods Ltd,39-43 Mahunga Drive,Mangere Z1,PO Box 24 395,Royal Oak,Auckland,current 2009/10,101,0.0002880453303660614
1754070,5444317,210,1484,Mitsubishi Motors New Zealand,Todd Park Business Centre,Porirua,Private Bag 50914,Porirua,Porirua,current 2009/10,140,0.00030305714073883467
1770278,5576571,212,1489,Tasman Tanning Co Ltd,Tod Street Tannery,Tod St & Heads Rd Tanyard,PO Box 217,,Wanganui,current 2009/10,50,1.568065816949363e-06
1563251.554,5184140.466,223,1550,Fliway - CHC,"16 Ron Guthrey Road,",Christchurch International Airport,PO Box 14067,Christchurch,Christchurch,current 2009/10,249,1.7572828390663113e-07
1570488.952,5178733.223,226,1555,Decra Art Ltd - Sydenham,36 Battersea Street,Sydenham,PO Box 7091,Christchurch,Christchurch,current 2009/10,13,1.1915410638098297e-06
1764979.507,5903962.826,227,1564,Nestle Cambria Park Lab,21 Nesdale Avenue,Wiri,PO Box 23069,Hunters Corner,Auckland,current 2009/10,150,0.0002880453303660614
1754666.443,5928827.876,228,1576,GR Engineering,"Unit 8/ 4 Marken Place,",Glenfield z 3,PO Box 101689,North Shore Mail Centre,Auckland,current 2009/10,10,0.0002880453303660614
1767923.983,5909141.626,229,1583,Prebble Seeds Ltd (Akl),28 Andromeda Crescent,East Tamaki Z 1,PO Box 58 510,Greenmount,Auckland,current 2009/10,1,0.0002880453303660614
1744681.882,5915915.224,230,1590,The Organic Soy Company Limited,"Unit A, 2 Corban Avenue",Henderson Z2,"Unit A, 2 Corban Avenue",Henderson,Auckland,current 2009/10,1,0.0002880453303660614
1565837.219,5178507.151,231,1596,WA Brown (Magdala Pl),107 Magdala Place,Middleton,PO Box 1802,,Christchurch,current 2009/10,373,1.7572828390663113e-07
1775732.794,5891617.971,232,1600,"Ruby Nurseries - ""C Green""",408 Drury Hills Road,Drury Z2,408 Drury Hills Road,Drury,Auckland,current 2009/10,4,1.1915410638098297e-06
1763269.61,5910114.94,233,1604,Ambiance Impex Ltd.,25 Salesyard Road,Otahuhu Z1,PO Box 22 049,Otahuhu,Auckland,current 2009/10,82,1.1915410638098297e-06
1757617.369,5913332.951,234,1615,Sanitarium Health Food - AKL,108-124 Pah Road,Royal Oak Z1,108-124 Pah Road,Royal Oak,Auckland,current 2009/10,1102,0.0002880453303660614
